po_id,supplier,order_date,delivery_date,item_category,order_status,quantity,unit_price,negotiated_price,defective_units,compliance,lead_time_days,total_cost,negotiated_total_cost,cost_savings,defect_rate,status_score,status_risk,compliance_score,compliance_risk,risk_score,risk_level
po-00268,beta_supplies,2022-04-11,2022-04-20,electronics,partially delivered,613,20.38,20.17,58.0,yes,9,12492.939999999999,12364.210000000001,128.72999999999774,9.461663947797716,0.5,50.0,1,0,17.588499184339312,Medium
po-00269,gamma_co,2022-03-04,2022-03-16,raw materials,partially delivered,1341,46.27,43.94,63.0,yes,12,62048.07000000001,58923.53999999999,3124.5300000000134,4.697986577181208,0.5,50.0,1,0,16.90939597315436,Medium
po-00270,beta_supplies,2023-02-17,2023-03-04,mro,partially delivered,1583,103.57,89.38,164.0,yes,15,163951.31,141488.53999999998,22462.77000000002,10.360075805432722,0.5,50.0,1,0,19.358022741629817,Medium
po-00271,beta_supplies,2022-12-14,2022-02-13,raw materials,cancelled,1880,92.73,90.78,173.0,yes,-304,174332.4,170666.4,3666.0,9.202127659574467,0.0,100.0,1,0,-48.23936170212767,
po-00272,epsilon_group,2022-04-22,2022-04-26,mro,delivered,1459,84.79,82.72,47.0,yes,4,123708.61000000002,120688.48,3020.130000000019,3.221384509938314,1.0,0.0,1,0,1.966415352981494,Low
po-00273,delta_logistics,2022-09-12,2022-02-13,office supplies,delivered,1460,34.54,31.87,208.0,no,-211,50428.4,46530.200000000004,3898.199999999997,14.246575342465754,1.0,0.0,0,100,-28.476027397260275,
po-00274,beta_supplies,2022-07-16,2022-07-28,packaging,partially delivered,1186,26.14,24.78,112.0,yes,12,31002.04,29389.08,1612.9599999999991,9.443507588532883,0.5,50.0,1,0,18.333052276559865,Medium
po-00275,epsilon_group,2022-07-14,2022-07-23,mro,pending,1686,72.28,65.21,53.0,yes,9,121864.08,109944.05999999998,11920.020000000019,3.143534994068802,0.3,70.0,1,0,20.69306049822064,Medium
po-00276,alpha_inc,2023-07-04,2023-07-08,mro,delivered,1698,102.07,100.69,28.0,yes,4,173314.86,170971.62,2343.2399999999907,1.6489988221436984,1.0,0.0,1,0,1.4946996466431095,Low
po-00277,epsilon_group,2023-04-05,2022-02-13,electronics,delivered,1001,64.62,55.7,32.0,yes,-416,64684.62,55755.700000000004,8928.919999999998,3.196803196803197,1.0,0.0,1,0,-103.04095904095904,
po-00278,alpha_inc,2022-05-24,2022-05-27,office supplies,delivered,1154,62.67,54.11,25.0,yes,3,72321.18000000001,62442.94,9878.240000000005,2.166377816291161,1.0,0.0,1,0,1.3999133448873482,Low
po-00279,alpha_inc,2023-03-09,2023-03-29,packaging,cancelled,748,37.66,32.71,0.0,no,20,28169.679999999997,24467.08,3702.599999999995,0.0,0.0,100.0,0,100,50.0,High
po-00280,alpha_inc,2022-07-07,2022-02-13,office supplies,delivered,162,81.63,78.76,2.0,yes,-144,13224.06,12759.12,464.9399999999987,1.2345679012345678,1.0,0.0,1,0,-35.629629629629626,
po-00281,alpha_inc,2022-10-13,2022-10-24,packaging,delivered,51,28.04,24.13,0.0,yes,11,1430.04,1230.6299999999999,199.41000000000008,0.0,1.0,0.0,1,0,2.75,Low
po-00282,delta_logistics,2023-04-19,2023-04-24,office supplies,delivered,691,42.07,39.1,106.0,yes,5,29070.37,27018.100000000002,2052.269999999997,15.340086830680175,1.0,0.0,1,0,5.852026049204052,Low
po-00283,beta_supplies,2022-09-13,2022-09-20,office supplies,delivered,269,50.22,45.75,32.0,no,7,13509.18,12306.75,1202.4300000000003,11.895910780669144,1.0,0.0,0,100,25.31877323420074,High
po-00284,beta_supplies,2022-03-19,2022-04-06,electronics,pending,1639,56.24,55.4,147.0,yes,18,92177.36,90800.59999999999,1376.7600000000093,8.96888346552776,0.3,70.0,1,0,24.690665039658327,Medium
po-00285,alpha_inc,2023-03-30,2023-04-06,raw materials,delivered,904,34.04,30.06,26.0,yes,7,30772.16,27174.239999999998,3597.920000000002,2.8761061946902653,1.0,0.0,1,0,2.6128318584070795,Low
po-00286,beta_supplies,2023-07-18,2023-07-26,office supplies,delivered,1809,22.17,19.65,0.0,yes,8,40105.530000000006,35546.85,4558.680000000008,0.0,1.0,0.0,1,0,2.0,Low
po-00287,alpha_inc,2022-04-11,2022-04-16,packaging,delivered,1298,65.93,58.95,0.0,yes,5,85577.14000000001,76517.1,9060.040000000008,0.0,1.0,0.0,1,0,1.25,Low
po-00288,beta_supplies,2022-02-21,2022-03-13,packaging,delivered,434,36.16,34.79,41.0,yes,20,15693.439999999999,15098.859999999999,594.5799999999999,9.44700460829493,1.0,0.0,1,0,7.834101382488479,Low
po-00289,epsilon_group,2023-10-30,2023-11-04,electronics,delivered,1476,68.85,65.28,43.0,yes,5,101622.59999999999,96353.28,5269.319999999992,2.913279132791328,1.0,0.0,1,0,2.1239837398373984,Low
po-00290,delta_logistics,2023-07-08,2022-02-13,raw materials,partially delivered,1711,26.04,24.81,290.0,yes,-510,44554.439999999995,42449.909999999996,2104.529999999999,16.94915254237288,0.5,50.0,1,0,-109.91525423728814,
po-00291,gamma_co,2022-01-16,2022-01-22,packaging,delivered,1203,53.3,47.68,49.0,yes,6,64119.899999999994,57359.04,6760.859999999993,4.073150457190358,1.0,0.0,1,0,2.7219451371571073,Low
po-00292,alpha_inc,2022-04-06,2022-04-07,electronics,delivered,1126,58.8,52.22,0.0,yes,1,66208.8,58799.72,7409.080000000002,0.0,1.0,0.0,1,0,0.25,Low
po-00293,epsilon_group,2022-08-31,2022-09-12,packaging,delivered,1757,15.18,13.06,63.0,yes,12,26671.26,22946.420000000002,3724.8399999999965,3.5856573705179287,1.0,0.0,1,0,4.075697211155378,Low
po-00294,epsilon_group,2022-06-20,2022-06-28,mro,delivered,779,41.3,36.28,20.0,yes,8,32172.699999999997,28262.120000000003,3910.5799999999945,2.5673940949935816,1.0,0.0,1,0,2.7702182284980745,Low
po-00295,delta_logistics,2023-02-21,2023-02-22,office supplies,delivered,1745,23.53,22.57,282.0,no,1,41059.85,39384.65,1675.199999999997,16.16045845272206,1.0,0.0,0,100,25.09813753581662,High
po-00296,delta_logistics,2023-05-13,2023-05-15,raw materials,delivered,1783,16.96,15.8,295.0,yes,2,30239.68,28171.4,2068.279999999999,16.545148625911384,1.0,0.0,1,0,5.4635445877734155,Low
po-00297,alpha_inc,2023-05-08,2023-05-22,office supplies,partially delivered,1489,107.02,93.3,0.0,yes,14,159352.78,138923.69999999998,20429.080000000016,0.0,0.5,50.0,1,0,16.0,Medium
po-00298,alpha_inc,2022-08-07,2022-08-10,office supplies,delivered,296,40.38,35.25,0.0,yes,3,11952.480000000001,10434.0,1518.4800000000014,0.0,1.0,0.0,1,0,0.75,Low
po-00299,epsilon_group,2023-02-15,2023-02-27,mro,delivered,885,88.28,80.8,31.0,yes,12,78127.8,71508.0,6619.800000000003,3.5028248587570623,1.0,0.0,1,0,4.0508474576271185,Low
po-00300,epsilon_group,2022-03-02,2022-03-06,raw materials,pending,1512,33.25,30.15,53.0,yes,4,50274.0,45586.799999999996,4687.200000000004,3.505291005291005,0.3,70.0,1,0,19.5515873015873,Medium
po-00301,delta_logistics,2022-06-18,2022-06-26,office supplies,delivered,252,73.12,67.64,0.0,no,8,18426.24,17045.28,1380.9600000000028,0.0,1.0,0.0,0,100,22.0,Medium
po-00302,alpha_inc,2023-01-24,2022-02-13,electronics,cancelled,1257,83.13,81.89,30.0,yes,-345,104494.40999999999,102935.73,1558.679999999993,2.386634844868735,0.0,100.0,1,0,-60.53400954653938,
po-00303,alpha_inc,2022-01-03,2022-01-20,packaging,delivered,172,63.61,55.92,4.0,yes,17,10940.92,9618.24,1322.6800000000003,2.3255813953488373,1.0,0.0,1,0,4.9476744186046515,Low
po-00304,epsilon_group,2023-02-04,2023-02-05,packaging,pending,450,55.85,49.88,9.0,yes,1,25132.5,22446.0,2686.5,2.0,0.3,70.0,1,0,18.35,Medium
po-00305,gamma_co,2022-09-29,2022-10-15,electronics,delivered,816,48.95,43.42,45.0,yes,16,39943.200000000004,35430.72,4512.480000000003,5.514705882352941,1.0,0.0,1,0,5.654411764705882,Low
po-00306,epsilon_group,2023-04-11,2023-04-25,packaging,delivered,343,44.5,38.57,7.0,yes,14,15263.5,13229.51,2033.9899999999998,2.0408163265306123,1.0,0.0,1,0,4.112244897959184,Low
po-00307,gamma_co,2022-10-20,2022-11-05,mro,delivered,329,97.87,85.35,21.0,no,16,32199.230000000003,28080.149999999998,4119.080000000005,6.382978723404255,1.0,0.0,0,100,25.914893617021278,High
po-00308,alpha_inc,2023-03-10,2023-03-25,electronics,delivered,1910,90.69,85.8,0.0,yes,15,173217.9,163878.0,9339.899999999994,0.0,1.0,0.0,1,0,3.75,Low
po-00309,epsilon_group,2023-12-15,2023-12-18,mro,delivered,933,107.99,104.29,29.0,yes,3,100754.67,97302.57,3452.0999999999913,3.1082529474812435,1.0,0.0,1,0,1.682475884244373,Low
po-00310,delta_logistics,2023-07-24,2023-07-29,raw materials,delivered,1683,23.09,21.88,253.0,yes,5,38860.47,36824.04,2036.4300000000003,15.032679738562091,1.0,0.0,1,0,5.759803921568627,Low
po-00311,beta_supplies,2023-11-09,2023-11-18,packaging,pending,247,84.11,71.97,0.0,yes,9,20775.17,17776.59,2998.579999999998,0.0,0.3,70.0,1,0,19.75,Medium
po-00312,alpha_inc,2023-05-14,2023-06-02,mro,delivered,1031,102.01,98.65,0.0,yes,19,105172.31000000001,101708.15000000001,3464.1600000000035,0.0,1.0,0.0,1,0,4.75,Low
po-00313,alpha_inc,2022-06-08,2022-06-19,packaging,delivered,1980,26.97,24.16,41.0,yes,11,53400.6,47836.8,5563.799999999996,2.070707070707071,1.0,0.0,1,0,3.371212121212121,Low
po-00314,epsilon_group,2022-07-14,2022-08-03,raw materials,delivered,1584,16.46,14.2,57.0,yes,20,26072.640000000003,22492.8,3579.840000000004,3.5984848484848486,1.0,0.0,1,0,6.079545454545455,Low
po-00315,beta_supplies,2022-10-31,2022-11-15,office supplies,delivered,801,80.15,70.91,0.0,yes,15,64200.15,56798.909999999996,7401.240000000005,0.0,1.0,0.0,1,0,3.75,Low
po-00316,beta_supplies,2022-08-11,2022-08-25,packaging,delivered,193,63.86,57.46,0.0,yes,14,12324.98,11089.78,1235.199999999999,0.0,1.0,0.0,1,0,3.5,Low
po-00317,beta_supplies,2022-03-01,2022-03-05,raw materials,delivered,658,86.62,79.85,72.0,yes,4,56995.96000000001,52541.299999999996,4454.660000000011,10.94224924012158,1.0,0.0,1,0,4.282674772036474,Low
po-00318,epsilon_group,2023-08-17,2023-09-04,electronics,delivered,1274,24.72,23.36,37.0,yes,18,31493.28,29760.64,1732.6399999999994,2.904238618524333,1.0,0.0,1,0,5.3712715855573,Low
po-00319,epsilon_group,2023-07-10,2023-07-17,packaging,partially delivered,1197,88.92,78.82,31.0,yes,7,106437.24,94347.54,12089.700000000012,2.5898078529657473,0.5,50.0,1,0,15.026942355889723,Medium
po-00320,gamma_co,2022-03-04,2022-03-12,electronics,delivered,236,28.43,28.11,11.0,yes,8,6709.48,6633.96,75.51999999999953,4.661016949152542,1.0,0.0,1,0,3.398305084745763,Low
po-00321,gamma_co,2022-11-18,2022-12-03,raw materials,partially delivered,1399,25.97,22.19,62.0,yes,15,36332.03,31043.81,5288.2199999999975,4.431736954967834,0.5,50.0,1,0,17.57952108649035,Medium
po-00322,gamma_co,2022-02-28,2022-03-04,electronics,delivered,513,24.91,22.58,29.0,yes,4,12778.83,11583.539999999999,1195.2900000000009,5.653021442495127,1.0,0.0,1,0,2.6959064327485383,Low
po-00323,delta_logistics,2022-02-21,2022-03-04,mro,delivered,1422,83.73,76.47,198.0,yes,11,119064.06000000001,108740.34,10323.720000000016,13.924050632911392,1.0,0.0,1,0,6.927215189873418,Low
po-00324,alpha_inc,2023-08-22,2023-09-03,office supplies,delivered,1844,76.51,73.05,0.0,yes,12,141084.44,134704.19999999998,6380.24000000002,0.0,1.0,0.0,1,0,3.0,Low
po-00325,gamma_co,2023-05-04,2022-02-13,electronics,delivered,709,61.64,54.55,41.0,yes,-445,43702.76,38675.95,5026.810000000005,5.782792665726375,1.0,0.0,1,0,-109.51516220028209,
po-00326,delta_logistics,2023-05-30,2023-06-15,mro,delivered,813,45.68,41.78,0.0,no,16,37137.84,33967.14,3170.699999999997,0.0,1.0,0.0,0,100,24.0,Medium
po-00327,delta_logistics,2023-06-28,2023-07-01,office supplies,delivered,1004,96.51,92.9,146.0,no,3,96896.04000000001,93271.6,3624.4400000000023,14.54183266932271,1.0,0.0,0,100,25.112549800796813,High
po-00328,epsilon_group,2022-06-11,2022-06-15,raw materials,delivered,452,46.45,40.39,9.0,yes,4,20995.4,18256.28,2739.1200000000026,1.991150442477876,1.0,0.0,1,0,1.5973451327433628,Low
po-00329,beta_supplies,2022-02-28,2022-03-12,raw materials,pending,1419,83.91,71.46,137.0,yes,12,119068.29,101401.73999999999,17666.550000000003,9.654686398872446,0.3,70.0,1,0,23.39640591966173,Medium
po-00330,beta_supplies,2023-06-05,2023-06-23,packaging,delivered,1584,53.73,51.92,167.0,no,18,85108.31999999999,82241.28,2867.0399999999936,10.542929292929292,1.0,0.0,0,100,27.66287878787879,High
po-00331,gamma_co,2022-03-24,2022-04-11,mro,pending,196,44.36,43.81,6.0,yes,18,8694.56,8586.76,107.79999999999927,3.061224489795918,0.3,70.0,1,0,22.918367346938776,Medium
po-00332,alpha_inc,2022-07-10,2022-07-14,office supplies,delivered,1221,53.19,46.18,29.0,yes,4,64944.99,56385.78,8559.21,2.375102375102375,1.0,0.0,1,0,1.7125307125307123,Low
po-00333,alpha_inc,2022-03-12,2022-03-26,packaging,delivered,913,37.5,36.2,0.0,yes,14,34237.5,33050.600000000006,1186.8999999999942,0.0,1.0,0.0,1,0,3.5,Low
po-00334,alpha_inc,2023-09-02,2023-09-04,packaging,delivered,1784,85.01,76.69,37.0,yes,2,151657.84,136814.96,14842.880000000005,2.0739910313901344,1.0,0.0,1,0,1.1221973094170403,Low
po-00335,delta_logistics,2022-03-11,2022-02-13,raw materials,delivered,1893,55.8,52.35,0.0,yes,-26,105629.4,99098.55,6530.849999999991,0.0,1.0,0.0,1,0,-6.5,
po-00336,delta_logistics,2023-11-23,2023-12-05,electronics,pending,538,34.3,32.25,84.0,no,12,18453.399999999998,17350.5,1102.8999999999978,15.613382899628252,0.3,70.0,0,100,45.18401486988847,High
po-00337,delta_logistics,2022-08-29,2022-09-15,office supplies,pending,978,94.15,87.7,149.0,no,17,92078.70000000001,85770.6,6308.100000000006,15.235173824130879,0.3,70.0,0,100,46.32055214723926,High
po-00338,epsilon_group,2023-02-18,2023-03-06,raw materials,cancelled,1713,47.45,42.05,53.0,yes,16,81281.85,72031.65,9250.200000000012,3.0939871570344426,0.0,100.0,1,0,29.928196147110334,High
po-00339,delta_logistics,2022-05-03,2022-05-07,raw materials,pending,600,60.1,57.92,95.0,no,4,36060.0,34752.0,1308.0,15.833333333333332,0.3,70.0,0,100,43.25,High
po-00340,alpha_inc,2023-08-07,2023-08-25,electronics,pending,387,100.28,85.54,5.0,yes,18,38808.36,33103.98,5704.379999999997,1.2919896640826873,0.3,70.0,1,0,22.387596899224807,Medium
po-00341,alpha_inc,2022-09-10,2022-09-19,mro,pending,921,68.83,59.13,22.0,yes,9,63392.43,54458.73,8933.699999999997,2.3887079261672097,0.3,70.0,1,0,20.46661237785016,Medium
po-00342,beta_supplies,2023-08-16,2023-08-30,mro,delivered,690,22.47,21.94,77.0,yes,14,15504.3,15138.6,365.6999999999989,11.159420289855072,1.0,0.0,1,0,6.8478260869565215,Low
po-00343,alpha_inc,2023-09-01,2023-09-21,office supplies,cancelled,1852,104.04,94.89,36.0,yes,20,192682.08000000002,175736.28,16945.800000000017,1.9438444924406046,0.0,100.0,1,0,30.583153347732182,High
po-00344,delta_logistics,2022-02-10,2022-02-28,electronics,delivered,522,66.83,58.01,74.0,yes,18,34885.26,30281.219999999998,4604.0400000000045,14.17624521072797,1.0,0.0,1,0,8.75287356321839,Low
po-00345,delta_logistics,2023-09-27,2023-10-06,electronics,delivered,200,44.16,43.13,21.0,yes,9,8832.0,8626.0,206.0,10.5,1.0,0.0,1,0,5.4,Low
po-00346,gamma_co,2022-03-25,2022-04-03,packaging,delivered,1488,22.76,21.99,0.0,yes,9,33866.880000000005,32721.12,1145.7600000000057,0.0,1.0,0.0,1,0,2.25,Low
po-00347,epsilon_group,2023-03-06,2023-03-16,electronics,delivered,1371,87.16,78.13,43.0,yes,10,119496.36,107116.23,12380.130000000005,3.1363967906637495,1.0,0.0,1,0,3.4409190371991247,Low
po-00348,alpha_inc,2023-11-05,2022-02-13,office supplies,delivered,1684,73.05,62.53,0.0,yes,-630,123016.2,105300.52,17715.679999999993,0.0,1.0,0.0,1,0,-157.5,
po-00349,epsilon_group,2023-08-21,2023-08-27,electronics,delivered,312,63.52,58.09,0.0,yes,6,19818.24,18124.08,1694.1599999999999,0.0,1.0,0.0,1,0,1.5,Low
po-00350,alpha_inc,2023-08-02,2023-08-21,packaging,cancelled,1837,99.04,86.51,39.0,yes,19,181936.48,158918.87,23017.610000000015,2.1230266739248775,0.0,100.0,1,0,30.386908002177464,High
po-00351,beta_supplies,2023-06-20,2023-06-23,mro,delivered,193,87.86,81.74,21.0,yes,3,16956.98,15775.82,1181.1599999999999,10.880829015544041,1.0,0.0,1,0,4.014248704663212,Low
po-00352,beta_supplies,2022-11-20,2022-11-21,electronics,delivered,395,24.83,23.96,31.0,yes,1,9807.849999999999,9464.2,343.6499999999978,7.848101265822785,1.0,0.0,1,0,2.6044303797468356,Low
po-00353,epsilon_group,2022-09-25,2022-10-12,electronics,cancelled,673,39.58,35.83,25.0,yes,17,26637.34,24113.59,2523.75,3.7147102526002973,0.0,100.0,1,0,30.36441307578009,High
po-00354,delta_logistics,2022-07-29,2022-08-12,office supplies,cancelled,1066,33.33,28.47,162.0,no,14,35529.78,30349.02,5180.759999999998,15.196998123827393,0.0,100.0,0,100,53.05909943714822,High
po-00355,gamma_co,2023-11-17,2023-11-23,packaging,delivered,1645,85.42,80.78,73.0,no,6,140515.9,132883.1,7632.799999999988,4.437689969604863,1.0,0.0,0,100,22.83130699088146,Medium
po-00356,alpha_inc,2022-11-18,2022-11-29,electronics,delivered,930,13.67,11.95,16.0,yes,11,12713.1,11113.5,1599.6000000000004,1.7204301075268817,1.0,0.0,1,0,3.2661290322580645,Low
po-00357,alpha_inc,2022-09-02,2022-09-21,office supplies,delivered,51,63.74,56.1,0.0,yes,19,3250.7400000000002,2861.1,389.6400000000003,0.0,1.0,0.0,1,0,4.75,Low
po-00358,gamma_co,2022-09-29,2022-10-01,packaging,delivered,946,81.77,71.65,55.0,yes,2,77354.42,67780.90000000001,9573.51999999999,5.813953488372093,1.0,0.0,1,0,2.2441860465116275,Low
po-00359,epsilon_group,2023-02-10,2023-03-02,raw materials,partially delivered,1377,94.69,84.2,0.0,yes,20,130388.12999999999,115943.40000000001,14444.729999999981,0.0,0.5,50.0,1,0,17.5,Medium
po-00360,epsilon_group,2022-05-15,2022-05-18,packaging,cancelled,303,41.6,40.51,11.0,yes,3,12604.800000000001,12274.529999999999,330.27000000000226,3.6303630363036308,0.0,100.0,1,0,26.83910891089109,High
po-00361,alpha_inc,2023-11-19,2023-12-03,raw materials,delivered,1725,93.14,79.62,24.0,yes,14,160666.5,137344.5,23322.0,1.391304347826087,1.0,0.0,1,0,3.917391304347826,Low
po-00362,beta_supplies,2023-10-23,2023-11-07,raw materials,cancelled,502,22.05,20.65,50.0,no,15,11069.1,10366.3,702.8000000000011,9.9601593625498,0.0,100.0,0,100,51.73804780876494,High
po-00363,gamma_co,2022-11-04,2022-11-11,packaging,delivered,1110,90.49,80.03,61.0,yes,7,100443.9,88833.3,11610.599999999991,5.495495495495495,1.0,0.0,1,0,3.3986486486486482,Low
po-00364,alpha_inc,2023-04-14,2023-04-18,packaging,delivered,1233,23.08,20.57,0.0,yes,4,28457.64,25362.81,3094.829999999998,0.0,1.0,0.0,1,0,1.0,Low
po-00365,beta_supplies,2022-11-20,2022-11-24,office supplies,delivered,1064,48.04,43.6,94.0,yes,4,51114.56,46390.4,4724.159999999996,8.834586466165414,1.0,0.0,1,0,3.650375939849624,Low
po-00366,epsilon_group,2022-03-16,2022-04-04,packaging,partially delivered,58,82.57,76.55,0.0,yes,19,4789.0599999999995,4439.9,349.15999999999985,0.0,0.5,50.0,1,0,17.25,Medium
po-00367,beta_supplies,2022-01-10,2022-01-20,mro,delivered,1306,23.49,20.17,116.0,no,10,30677.94,26342.02,4335.919999999998,8.88208269525268,1.0,0.0,0,100,25.1646248085758,High
po-00368,delta_logistics,2023-04-15,2023-04-28,electronics,delivered,1172,32.93,29.28,0.0,no,13,38593.96,34316.16,4277.799999999996,0.0,1.0,0.0,0,100,23.25,Medium
po-00369,alpha_inc,2023-09-29,2022-02-13,packaging,delivered,1732,82.5,71.71,24.0,yes,-593,142890.0,124201.71999999999,18688.280000000013,1.3856812933025404,1.0,0.0,1,0,-147.83429561200924,
po-00370,gamma_co,2023-07-31,2023-08-07,raw materials,delivered,865,81.54,71.59,39.0,yes,7,70532.1,61925.350000000006,8606.75,4.508670520231214,1.0,0.0,1,0,3.1026011560693645,Low
po-00371,beta_supplies,2022-04-13,2022-04-20,raw materials,delivered,257,68.72,66.92,22.0,yes,7,17661.04,17198.44,462.6000000000022,8.560311284046692,1.0,0.0,1,0,4.3180933852140075,Low
po-00372,epsilon_group,2022-03-17,2022-03-26,packaging,delivered,1204,73.18,67.59,31.0,yes,9,88108.72,81378.36,6730.360000000001,2.574750830564784,1.0,0.0,1,0,3.022425249169435,Low
po-00373,beta_supplies,2023-07-05,2023-07-09,electronics,partially delivered,453,64.14,60.18,51.0,yes,4,29055.420000000002,27261.54,1793.880000000001,11.258278145695364,0.5,50.0,1,0,16.87748344370861,Medium
po-00374,epsilon_group,2022-08-07,2022-08-21,electronics,delivered,201,33.81,32.54,3.0,yes,14,6795.81,6540.54,255.27000000000044,1.4925373134328357,1.0,0.0,1,0,3.9477611940298507,Low
po-00375,delta_logistics,2023-06-03,2023-06-16,office supplies,delivered,103,44.61,42.88,10.0,yes,13,4594.83,4416.64,178.1899999999996,9.70873786407767,1.0,0.0,1,0,6.162621359223301,Low
po-00376,epsilon_group,2022-09-29,2022-10-07,office supplies,delivered,1193,27.4,27.09,0.0,yes,8,32688.199999999997,32318.37,369.8299999999981,0.0,1.0,0.0,1,0,2.0,Low
po-00377,gamma_co,2022-05-16,2022-05-28,office supplies,partially delivered,1746,93.6,89.81,85.0,yes,12,163425.59999999998,156808.26,6617.339999999967,4.868270332187858,0.5,50.0,1,0,16.960481099656356,Medium
po-00378,delta_logistics,2022-12-24,2022-12-26,electronics,delivered,1993,65.94,59.36,0.0,yes,2,131418.41999999998,118304.48,13113.939999999988,0.0,1.0,0.0,1,0,0.5,Low
po-00379,beta_supplies,2022-03-12,2022-03-27,raw materials,delivered,677,46.54,43.11,0.0,no,15,31507.579999999998,29185.47,2322.109999999997,0.0,1.0,0.0,0,100,23.75,Medium
po-00380,alpha_inc,2022-09-08,2022-02-13,office supplies,pending,636,53.64,49.23,18.0,yes,-207,34115.04,31310.28,2804.760000000002,2.8301886792452833,0.3,70.0,1,0,-33.40094339622642,
po-00381,epsilon_group,2023-01-14,2023-02-02,packaging,delivered,1698,100.97,98.73,52.0,yes,19,171447.06,167643.54,3803.5199999999895,3.0624263839811543,1.0,0.0,1,0,5.668727915194347,Low
po-00382,gamma_co,2022-10-19,2022-11-01,office supplies,delivered,1493,24.87,22.89,56.0,yes,13,37130.91,34174.770000000004,2956.1399999999994,3.750837240455459,1.0,0.0,1,0,4.375251172136638,Low
po-00383,alpha_inc,2022-06-11,2022-06-25,packaging,delivered,1495,64.33,58.18,26.0,yes,14,96173.34999999999,86979.1,9194.249999999985,1.7391304347826086,1.0,0.0,1,0,4.021739130434782,Low
po-00384,alpha_inc,2023-03-25,2023-04-07,packaging,cancelled,153,59.42,52.0,3.0,yes,13,9091.26,7956.0,1135.2600000000002,1.9607843137254901,0.0,100.0,1,0,28.838235294117645,High
po-00385,delta_logistics,2023-07-11,2023-07-22,raw materials,cancelled,1925,70.88,63.41,292.0,yes,11,136444.0,122064.25,14379.75,15.168831168831169,0.0,100.0,1,0,32.30064935064935,High
po-00386,beta_supplies,2023-12-22,2024-01-11,packaging,delivered,303,12.97,11.42,0.0,no,20,3929.9100000000003,3460.2599999999998,469.65000000000055,0.0,1.0,0.0,0,100,25.0,Medium
po-00387,alpha_inc,2022-11-06,2022-11-18,office supplies,delivered,1300,92.92,90.63,0.0,yes,12,120796.0,117819.0,2977.0,0.0,1.0,0.0,1,0,3.0,Low
po-00388,gamma_co,2023-09-19,2023-09-23,raw materials,delivered,1185,103.28,99.05,0.0,yes,4,122386.8,117374.25,5012.550000000003,0.0,1.0,0.0,1,0,1.0,Low
po-00389,epsilon_group,2023-11-01,2023-11-20,raw materials,delivered,559,67.56,57.98,15.0,yes,19,37766.04,32410.82,5355.220000000001,2.6833631484794274,1.0,0.0,1,0,5.555008944543828,Low
po-00390,epsilon_group,2023-06-26,2023-06-29,electronics,pending,1546,78.88,78.0,38.0,yes,3,121948.48,120588.0,1360.479999999996,2.457956015523933,0.3,70.0,1,0,18.98738680465718,Medium
po-00391,epsilon_group,2022-01-09,2022-01-19,packaging,delivered,148,93.02,85.96,4.0,yes,10,13766.96,12722.08,1044.8799999999992,2.7027027027027026,1.0,0.0,1,0,3.3108108108108105,Low
po-00392,delta_logistics,2023-11-15,2023-11-23,office supplies,delivered,202,81.75,78.26,37.0,no,8,16513.5,15808.52,704.9799999999996,18.316831683168317,1.0,0.0,0,100,27.495049504950494,High
po-00393,gamma_co,2023-07-22,2023-07-28,packaging,delivered,1934,25.86,25.6,78.0,yes,6,50013.24,49510.4,502.8399999999965,4.033092037228542,1.0,0.0,1,0,2.7099276111685624,Low
po-00394,alpha_inc,2022-11-03,2022-11-07,office supplies,delivered,963,64.96,64.07,20.0,yes,4,62556.479999999996,61699.409999999996,857.0699999999997,2.0768431983385254,1.0,0.0,1,0,1.6230529595015577,Low
po-00395,gamma_co,2023-11-11,2023-11-18,mro,delivered,1969,71.71,61.96,0.0,yes,7,141196.99,121999.24,19197.749999999985,0.0,1.0,0.0,1,0,1.75,Low
po-00396,delta_logistics,2022-04-17,2022-02-13,electronics,delivered,927,48.89,46.05,138.0,yes,-63,45321.03,42688.35,2632.6800000000003,14.886731391585762,1.0,0.0,1,0,-11.283980582524272,
po-00397,delta_logistics,2022-05-18,2022-05-23,raw materials,cancelled,387,77.81,69.04,67.0,yes,5,30112.47,26718.480000000003,3393.989999999998,17.31266149870801,0.0,100.0,1,0,31.4437984496124,High
po-00398,beta_supplies,2022-09-28,2022-10-03,electronics,delivered,1779,97.86,94.36,176.0,yes,5,174092.94,167866.44,6226.5,9.89319842608207,1.0,0.0,1,0,4.21795952782462,Low
po-00399,gamma_co,2022-04-29,2022-05-05,mro,pending,871,94.7,92.66,46.0,yes,6,82483.7,80706.86,1776.8399999999965,5.281285878300804,0.3,70.0,1,0,20.58438576349024,Medium
po-00400,epsilon_group,2022-04-20,2022-04-23,electronics,delivered,1236,51.33,44.03,25.0,yes,3,63443.88,54421.08,9022.799999999996,2.0226537216828477,1.0,0.0,1,0,1.3567961165048543,Low
po-00401,delta_logistics,2023-07-21,2023-08-06,electronics,delivered,1793,22.01,21.78,285.0,yes,16,39463.93,39051.54,412.3899999999994,15.895147796988288,1.0,0.0,1,0,8.768544339096486,Low
po-00402,delta_logistics,2022-06-09,2022-06-28,mro,delivered,1006,101.1,89.04,139.0,yes,19,101706.59999999999,89574.24,12132.359999999986,13.817097415506957,1.0,0.0,1,0,8.895129224652088,Low
